"","miRNA","Estimate","Std. Error","t/z value","P value","variable","FDR","model","Presence","Exponentiated_Estimate"
"15","MIR_107",0.439778527839469,0.482000828310002,0.912402016779569,0.361965789662533,"BMD",0.579945187857096,"linear",">10%",0.439778527839469
"302","RNU44_A3",-0.516822814107321,0.574743100383344,-0.899224042468033,0.368533336584591,"BMD",0.491332198714552,"logistic","5-10%",0.596412454145429
"67","MIR_146B_3P",0.208167577229437,0.232441137352174,0.895571152338839,0.37053188483555,"BMD",0.590407948364338,"linear",">10%",0.208167577229437
"316","MIR_1271_5P_B4",-0.5157308927261,0.590091146572015,-0.873985138943547,0.382126346904884,"BMD",0.494094931417618,"logistic","5-10%",0.597064045334573
"71","MIR_148B_5P",0.333571169860069,0.38425571073561,0.86809684421212,0.385388341557495,"BMD",0.608274495559949,"linear",">10%",0.333571169860069
"146","MIR_28_5P",0.236369319708466,0.272600830996101,0.867089505357551,0.385939679941485,"BMD",0.608274495559949,"linear",">10%",0.236369319708466
"165","MIR_324_3P",0.198106056752338,0.229882269811636,0.861771796992715,0.388858974733409,"BMD",0.609562717149669,"linear",">10%",0.198106056752338
"313","MIR_1291_B3",-0.501367210316815,0.58956578807816,-0.850400787249119,0.395102298606325,"BMD",0.502741911227302,"logistic","5-10%",0.605701971361928
"319","RNU48_B4",-0.479648717066436,0.566643606870379,-0.846473358652324,0.397288729847917,"BMD",0.502741911227302,"logistic","5-10%",0.619000798034568
"236","MIR_590_5P",0.609194112304733,0.737210902888972,0.826349840890078,0.408680173096656,"BMD",0.625954970713014,"linear",">10%",0.609194112304733
"172","MIR_335_5P",-0.427704874171736,0.519046658884129,-0.824020089236747,0.410048697131392,"BMD",0.625954970713014,"linear",">10%",-0.427704874171736
"74","MIR_151A_5P",0.184303078972821,0.224157208873489,0.822204558573169,0.411008743981071,"BMD",0.625954970713014,"linear",">10%",0.184303078972821
"227","MIR_539_5P",-0.490697122322471,0.597505790356847,-0.821242455289703,0.411976310287908,"BMD",0.625954970713014,"linear",">10%",-0.490697122322471
"41","MIR_1282",0.401974705039765,0.493167847020937,0.815087008344035,0.41535364759695,"BMD",0.625954970713014,"linear",">10%",0.401974705039765
"46","MIR_1296",-0.21935534120495,0.269290640622494,-0.814567267164902,0.415390483057829,"BMD",0.625954970713014,"linear",">10%",-0.21935534120495
"159","MIR_30E_3P",0.170551909846497,0.209496456887736,0.81410403011203,0.415627143153534,"BMD",0.625954970713014,"linear",">10%",0.170551909846497
"266","MIR_885_5P",-0.282967074692033,0.348286301886951,-0.812455365482275,0.41658422908661,"BMD",0.625954970713014,"linear",">10%",-0.282967074692033
"185","MIR_365A_3P",0.255853648741461,0.316377271102858,0.808697944228365,0.418742290752844,"BMD",0.625954970713014,"linear",">10%",0.255853648741461
"312","MIR_1271_5P_B3",-0.467143640238157,0.584823476736852,-0.798777167504774,0.424419632136844,"BMD",0.520994159209898,"logistic","5-10%",0.626790051673642
"56","MIR_136_3P",-2.23419862502307,2.80083673526433,-0.797689703542189,0.425463053075556,"BMD",0.631263056455623,"linear",">10%",-2.23419862502307
"49","MIR_130A_3P",0.327896947591923,0.413085050907024,0.793775874658134,0.427368396527927,"BMD",0.631263056455623,"linear",">10%",0.327896947591923
"23","MIR_1244",-0.260094258495675,0.328666250727755,-0.791362842761483,0.428823524557785,"BMD",0.631263056455623,"linear",">10%",-0.260094258495675
"139","MIR_26B_3P",0.166806827059435,0.213007130192332,0.783104428987042,0.433607249374389,"BMD",0.635081324841278,"linear",">10%",0.166806827059435
"331","MIR_550",-0.440016846464226,0.566350611841978,-0.776933647220987,0.437197918574571,"BMD",0.530328836140752,"logistic","5-10%",0.644025571438003
"142","MIR_27A_5P",0.239497645885035,0.308491971017202,0.77634968941114,0.437590343905099,"BMD",0.636236876801323,"linear",">10%",0.239497645885035
"120","MIR_212_3P",0.281078382607511,0.36333929734325,0.773597528983972,0.439217376450743,"BMD",0.636236876801323,"linear",">10%",0.281078382607511
"278","MIR_943",0.237078681565549,0.307630474014201,0.770660586618623,0.440977973231262,"BMD",0.636236876801323,"linear",">10%",0.237078681565549
"294","MIR_337_3P",0.453141250307757,0.589015578196423,0.769319636155098,0.441703583083392,"BMD",0.532642556071149,"logistic","5-10%",1.57324639235758
"222","MIR_504",-0.269860983901232,0.354901420048532,-0.76038293637802,0.447147410425502,"BMD",0.640297487297706,"linear",">10%",-0.269860983901232
"229","MIR_543",-0.217489458882592,0.286744267385681,-0.758478838532666,0.448208241108394,"BMD",0.640297487297706,"linear",">10%",-0.217489458882592
"322","MIR_1291_B5",-0.426766328680464,0.572596905503079,-0.745317211076282,0.456079978907596,"BMD",0.545805819028734,"logistic","5-10%",0.652616032061487
"137","MIR_26A_1_3P",0.177660541636915,0.239103827800712,0.743026756497565,0.457509018446117,"BMD",0.650380467398891,"linear",">10%",0.177660541636915
"315","RNU48_B3",-0.419999438700398,0.565857046172236,-0.742235943762655,0.457944394502157,"BMD",0.545805819028734,"logistic","5-10%",0.657047188615279
"275","MIR_939",-0.6998703601999,0.948622854182664,-0.737775141210265,0.460835624155148,"BMD",0.651913809780453,"linear",">10%",-0.6998703601999
"251","MIR_652_3P",0.147901674510201,0.202888296915312,0.728980807463414,0.466052140131604,"BMD",0.654013231146608,"linear",">10%",0.147901674510201
"223","MIR_505_3P",0.202178209626502,0.277819416099209,0.727732469044946,0.466830133956372,"BMD",0.654013231146608,"linear",">10%",0.202178209626502
"1","CASECONTROL",-0.0137153935452442,0.019161724381392,-0.715770317548416,0.474168915903577,"BMD",0.661100892365564,"linear",">10%",-0.0137153935452442
"323","MIR_1271_5P_B5",-0.407613437890795,0.573793298733619,-0.710383754551354,0.477466194511764,"BMD",0.54612686816694,"logistic","5-10%",0.665235984150764
"320","RNU48_B5",-0.399983185359126,0.565375758334403,-0.707464335820617,0.479277968286475,"BMD",0.54612686816694,"logistic","5-10%",0.670331317321245
"295","MIR_335_3P",0.374142660919389,0.529463183022512,0.706645283216001,0.479786940636862,"BMD",0.54612686816694,"logistic","5-10%",1.4537445281951
"301","MIR_18A_5P_A3",-0.399314475036826,0.566934734382051,-0.704339407731071,0.481221430422024,"BMD",0.54612686816694,"logistic","5-10%",0.670779724703112
"69","MIR_148A_3P",-0.400635905554035,0.572435960447622,-0.699878996492034,0.484106561848282,"BMD",0.671726808306228,"linear",">10%",-0.400635905554035
"233","MIR_581",0.197900276645172,0.286676685398876,0.690325676013094,0.490088290794457,"BMD",0.673626330433993,"linear",">10%",0.197900276645172
"310","MIR_18A_5P_A5",-0.393661384320235,0.571943955762804,-0.688286641293739,0.49127229240725,"BMD",0.54612686816694,"logistic","5-10%",0.674582441762877
"100","MIR_192_3P",0.182965208430628,0.26585439637926,0.688215846427514,0.491358963936886,"BMD",0.673626330433993,"linear",">10%",0.182965208430628
"22","MIR_1236",0.83335475426735,1.21345474771852,0.68676211934082,0.492444076041402,"BMD",0.673626330433993,"linear",">10%",0.83335475426735
"321","RNU44_B5",-0.388713003213812,0.567120621221573,-0.685415039884333,0.493082056106365,"BMD",0.54612686816694,"logistic","5-10%",0.677928805485547
"300","MIR_186_5P_A3",-0.383477909595129,0.564828529057349,-0.67892801065683,0.497183476678634,"BMD",0.54612686816694,"logistic","5-10%",0.681487132209145
"303","RNU48_A3",-0.383477909595129,0.564828529057349,-0.67892801065683,0.497183476678634,"BMD",0.54612686816694,"logistic","5-10%",0.681487132209145
"304","MIR_186_5P_A4",-0.383477909595129,0.564828529057349,-0.67892801065683,0.497183476678634,"BMD",0.54612686816694,"logistic","5-10%",0.681487132209145
"307","RNU48_A4",-0.383477909595129,0.564828529057349,-0.67892801065683,0.497183476678634,"BMD",0.54612686816694,"logistic","5-10%",0.681487132209145
"311","MIR_186_5P_A5",-0.383477909595129,0.564828529057349,-0.67892801065683,0.497183476678634,"BMD",0.54612686816694,"logistic","5-10%",0.681487132209145
"324","CVDPAIR",-0.383477909595129,0.564828529057349,-0.67892801065683,0.497183476678634,"BMD",0.54612686816694,"logistic","5-10%",0.681487132209145
"325","LET_7D_5P",-0.383477909595129,0.564828529057349,-0.67892801065683,0.497183476678634,"BMD",0.54612686816694,"logistic","5-10%",0.681487132209145
"306","RNU44_A4",-0.383948484910568,0.56682640089423,-0.677365211473649,0.49817426510838,"BMD",0.54612686816694,"logistic","5-10%",0.681166516629744
"39","MIR_1276",-1.56009913606194,2.31760512988275,-0.673151399238088,0.501234904009414,"BMD",0.682432498416573,"linear",">10%",-1.56009913606194
"250","MIR_642A_5P",-0.120442450781058,0.183835817466282,-0.655163136547905,0.512396318769477,"BMD",0.692038787258431,"linear",">10%",-0.120442450781058
"176","MIR_340_3P",0.139063352580193,0.212593712437146,0.654127306899105,0.513063238829526,"BMD",0.692038787258431,"linear",">10%",0.139063352580193
"264","MIR_766_3P",0.136244654288373,0.222016172163958,0.613669954582214,0.539463922821281,"BMD",0.724280266750794,"linear",">10%",0.136244654288373
"309","RNU44_A5",-0.344294036938193,0.565813551331194,-0.608493798227649,0.542860017964525,"BMD",0.586275759351825,"logistic","5-10%",0.708720507401297
"318","RNU44_B4",-0.346151049510173,0.569595823091685,-0.607713461856715,0.543377533057789,"BMD",0.586275759351825,"logistic","5-10%",0.707405625762763
"47","MIR_1303",0.135201144490116,0.223449201273302,0.605064344467048,0.545177386473423,"BMD",0.725400600600289,"linear",">10%",0.135201144490116
"54","MIR_134",-0.201352993142262,0.332877325279679,-0.604886478744349,0.545301141140907,"BMD",0.725400600600289,"linear",">10%",-0.201352993142262
"38","MIR_1275",0.191055591293941,0.32612597018691,0.58583372303789,0.558017272142317,"BMD",0.738727197493586,"linear",">10%",0.191055591293941
"198","MIR_422A",0.226152886504299,0.388824001323761,0.581633041515841,0.560855290274359,"BMD",0.738727197493586,"linear",">10%",0.226152886504299
"170","MIR_331_3P",0.151144473190502,0.261273638750769,0.578491094291683,0.562961071193388,"BMD",0.738727197493586,"linear",">10%",0.151144473190502
"308","RNU48_A5",-0.325617156445108,0.566409742652655,-0.574879158893264,0.565373025872303,"BMD",0.600525752869545,"logistic","5-10%",0.722081578799563
"326","MIR_30C_5P",-0.325617156445108,0.566409742652655,-0.574879158893264,0.565373025872303,"BMD",0.600525752869545,"logistic","5-10%",0.722081578799563
"327","MIR_194_5P",-0.325617156445108,0.566409742652655,-0.574879158893264,0.565373025872303,"BMD",0.600525752869545,"logistic","5-10%",0.722081578799563
"14","MIR_106B_5P",0.200283657027878,0.356941571466429,0.561110481485946,0.574749436346306,"BMD",0.750798813245175,"linear",">10%",0.200283657027878
"134","MIR_24_3P",0.157835130442789,0.287470310635736,0.549048456843208,0.582998604282815,"BMD",0.758159619919356,"linear",">10%",0.157835130442789
"121","MIR_213",-0.222313652518873,0.415010118790826,-0.535682486891178,0.592285129715818,"BMD",0.766797712578515,"linear",">10%",-0.222313652518873
"204","MIR_433",0.155816083129348,0.297127089849385,0.524408875704778,0.600042573185626,"BMD",0.769730965322619,"linear",">10%",0.155816083129348
"231","MIR_574_3P",0.147802155299956,0.283316432839982,0.521685783695558,0.601914078244262,"BMD",0.769730965322619,"linear",">10%",0.147802155299956
"162","MIR_320A",0.138747008737747,0.266398190354279,0.520825642821484,0.60251354871805,"BMD",0.769730965322619,"linear",">10%",0.138747008737747
"305","MIR_18A_5P_A4",-0.295402148395776,0.568545908134567,-0.519574838494587,0.603359939047158,"BMD",0.63430147438291,"logistic","5-10%",0.7442322354784
"277","MIR_942",0.104432529717943,0.202734453364409,0.515119793329993,0.606493972736092,"BMD",0.771417772339766,"linear",">10%",0.104432529717943
"209","MIR_483_5P",0.459189820682975,0.901258186569115,0.509498640374083,0.610453437424402,"BMD",0.773063305035269,"linear",">10%",0.459189820682975
"314","RNU44_B3",-0.32494858863376,0.643050792271698,-0.505323362538467,0.613331736400849,"BMD",0.641494928378439,"logistic","5-10%",0.722564500715351
"167","MIR_328",-0.145224555444383,0.287729534505679,-0.504725924969361,0.613775411559756,"BMD",0.773890736314475,"linear",">10%",-0.145224555444383
"158","MIR_30D_5P",0.115597299978111,0.240884364790718,0.479887103002898,0.631330321354842,"BMD",0.792579191311274,"linear",">10%",0.115597299978111
"212","MIR_486_3P",-0.195802121580992,0.413438881860251,-0.473593873657912,0.635820949162437,"BMD",0.794776186453046,"linear",">10%",-0.195802121580992
"240","MIR_616_3P",0.148745773503306,0.317866381943577,0.46795062942425,0.639850882928591,"BMD",0.796380927250177,"linear",">10%",0.148745773503306
"270","MIR_922",-0.215286580689451,0.469915380881999,-0.458139038320841,0.646966567712476,"BMD",0.80179617366076,"linear",">10%",-0.215286580689451
"293","MIR_548D_3P",0.254377309367756,0.556673522893804,0.456959598231661,0.647700085292333,"BMD",0.674002626827047,"logistic","5-10%",1.28965831264251
"252","MIR_654_5P",0.14835605828023,0.328992201770927,0.45094095690307,0.652058507247634,"BMD",0.804667945114101,"linear",">10%",0.14835605828023
"114","MIR_206",0.120010505618366,0.279485841253227,0.429397443105647,0.66765410720302,"BMD",0.820422419868118,"linear",">10%",0.120010505618366
"195","MIR_409_3P",0.109953707708304,0.262228522378256,0.419304912795488,0.675012822395747,"BMD",0.825965056939943,"linear",">10%",0.109953707708304
"238","MIR_601",0.136274322141215,0.3324907869746,0.409858941900923,0.681928461394364,"BMD",0.830921234472125,"linear",">10%",0.136274322141215
"330","MIR_378A_3P",-0.245408148970091,0.612208979020532,-0.400856827292401,0.688525537176473,"BMD",0.712867349096853,"logistic","5-10%",0.782385143375476
"230","MIR_550A_3P",0.113258773582351,0.284225320011198,0.398482350474224,0.690327242745877,"BMD",0.837635566511734,"linear",">10%",0.113258773582351
"131","MIR_224_5P",-0.164203802660372,0.434548184530354,-0.377872485735588,0.705583434304273,"BMD",0.850388902636137,"linear",">10%",-0.164203802660372
"168","MIR_329",-0.118897904268012,0.317133286123632,-0.374914616252741,0.707752711583216,"BMD",0.850388902636137,"linear",">10%",-0.118897904268012
"113","MIR_204_5P",0.250389646370485,0.672105658403398,0.372545065258477,0.709634877372225,"BMD",0.850388902636137,"linear",">10%",0.250389646370485
"127","MIR_221_3P",0.0837112459694159,0.240348567098368,0.348291013256405,0.727638095298638,"BMD",0.866543929293649,"linear",">10%",0.0837112459694159
"221","MIR_502_5P",-0.104958238460479,0.308860964240677,-0.339823579578968,0.734011416626144,"BMD",0.866543929293649,"linear",">10%",-0.104958238460479
"258","MIR_7_2_3P",0.119998274188182,0.355066187864995,0.337960296669555,0.735503760711812,"BMD",0.866543929293649,"linear",">10%",0.119998274188182
"205","MIR_451A",0.0606665879351782,0.180729763693828,0.335675688913935,0.737130686043264,"BMD",0.866543929293649,"linear",">10%",0.0606665879351782
"40","MIR_128",0.131428132260741,0.392921675879115,0.334489391471435,0.738056381157005,"BMD",0.866543929293649,"linear",">10%",0.131428132260741
"48","MIR_1304_5P",-0.373637829619196,1.16004155504774,-0.322090038924356,0.747441632477772,"BMD",0.873438193922646,"linear",">10%",-0.373637829619196
"259","MIR_7_5P",0.139973942352653,0.4391718591157,0.318722476058688,0.749952104437031,"BMD",0.873438193922646,"linear",">10%",0.139973942352653
"58","MIR_139_3P",0.219013279118802,0.705996778796622,0.310218524639888,0.756418437719043,"BMD",0.87744538775409,"linear",">10%",0.219013279118802
"279","MIR_99B_3P",-0.548503348912823,1.80461738360043,-0.303944400567888,0.761285412295969,"BMD",0.879572787114865,"linear",">10%",-0.548503348912823
"107","MIR_199A_3P",0.204991033097578,0.694131030856616,0.295320370340743,0.767788786661696,"BMD",0.881327904391824,"linear",">10%",0.204991033097578
"203","MIR_432_5P",-0.149347076624001,0.508165460883597,-0.293894583792287,0.768882620038384,"BMD",0.881327904391824,"linear",">10%",-0.149347076624001
"292","MIR_570_3P",0.169049991373486,0.597542545331606,0.282908711177498,0.777246816718219,"BMD",0.796677987136174,"logistic","5-10%",1.18417933619575
"197","MIR_411_3P",0.0714769043330412,0.253078321166181,0.282429976632043,0.777630803640596,"BMD",0.887846193132964,"linear",">10%",0.0714769043330412
"115","MIR_20A_3P",0.0926975086530123,0.340146493728112,0.272522311304811,0.78523740651377,"BMD",0.892479631449913,"linear",">10%",0.0926975086530123
"216","MIR_495",-0.150706793646042,0.559774613222553,-0.269227632132942,0.787844088452337,"BMD",0.892479631449913,"linear",">10%",-0.150706793646042
"160","MIR_31_3P",0.110299764419075,0.416886831816145,0.264579631691795,0.791403208665208,"BMD",0.893023075925721,"linear",">10%",0.110299764419075
"256","MIR_671_3P",0.0493038950294688,0.190035592517897,0.259445582673286,0.795303284158911,"BMD",0.893945551961567,"linear",">10%",0.0493038950294688
"286","RNU48_A2",-0.0299441076463195,0.12165333827243,-0.24614291783151,0.805582547664933,"BMD",0.898588945789564,"linear",">10%",-0.0299441076463195
"166","MIR_324_5P",-0.0574951978301661,0.233644147579375,-0.246080196854208,0.805631468638919,"BMD",0.898588945789564,"linear",">10%",-0.0574951978301661
"299","MIR_1249",0.120600762290268,0.541021689302892,0.222912989765091,0.823603226370906,"BMD",0.835834957455623,"logistic","5-10%",1.1281744126764
"154","MIR_302C_3P",-0.0788758887022507,0.356852666986191,-0.221032084104623,0.825077658487653,"BMD",0.916689704094972,"linear",">10%",-0.0788758887022507
"263","MIR_758",0.0616614680485454,0.284072904743318,0.217062123908865,0.828181732665112,"BMD",0.916689704094972,"linear",">10%",0.0616614680485454
"192","MIR_376C",0.112000107584228,0.541899036023958,0.206680765490928,0.836309029593119,"BMD",0.921719775709574,"linear",">10%",0.112000107584228
"44","MIR_1291_B1",-0.0538923736304945,0.265376696453725,-0.203078771989657,0.83908283030113,"BMD",0.921719775709574,"linear",">10%",-0.0538923736304945
"83","MIR_17_3P",0.058130022848299,0.305313979948498,0.190394238934309,0.849028174428052,"BMD",0.929125172015604,"linear",">10%",0.058130022848299
"242","MIR_624_5P",0.058565294394836,0.321855548483985,0.181961425461491,0.855621158024486,"BMD",0.93282005950038,"linear",">10%",0.058565294394836
"187","MIR_373_3P",0.0870982691529466,0.528057912938298,0.16494075179804,0.869004307391107,"BMD",0.943862356342401,"linear",">10%",0.0870982691529466
"6","LET_7D_3P",0.0922189438091616,0.622479878083616,0.148147670400318,0.882254727565312,"BMD",0.954678623111718,"linear",">10%",0.0922189438091616
"174","MIR_339_5P",0.0353345823231493,0.273920128963599,0.128995931977839,0.897366528159872,"BMD",0.967421164187222,"linear",">10%",0.0353345823231493
"285","RNU48_A1",0.0165957183923905,0.140334894012708,0.118257960781212,0.905868403742456,"BMD",0.972736138009681,"linear",">10%",0.0165957183923905
"329","MIR_520F",-0.0670122047938989,0.576076988348258,-0.116325085273824,0.907394905392237,"BMD",0.916334756676889,"logistic","5-10%",0.935183787541741
"8","LET_7G_3P",0.025938561487865,0.244191486453659,0.106222218737292,0.915414640617736,"BMD",0.972736138009681,"linear",">10%",0.025938561487865
"135","MIR_25_3P",-0.0302514801097233,0.294480280816863,-0.102728372934881,0.918182998449323,"BMD",0.972736138009681,"linear",">10%",-0.0302514801097233
"280","MIR_99B_5P",0.0271594008642977,0.265453079076863,0.102313376656797,0.918512475477226,"BMD",0.972736138009681,"linear",">10%",0.0271594008642977
"20","MIR_1201",-0.0520497087345874,0.512178749306717,-0.101624108389975,0.919067937291905,"BMD",0.972736138009681,"linear",">10%",-0.0520497087345874
"199","MIR_423_5P",-0.0260496912206548,0.270606968538123,-0.0962639334876734,0.923315598557517,"BMD",0.973016181721667,"linear",">10%",-0.0260496912206548
"196","MIR_410",-0.0889913642115334,1.00111152354777,-0.0888925580400503,0.929178563611351,"BMD",0.973016181721667,"linear",">10%",-0.0889913642115334
"156","MIR_30A_5P",0.0184139976224257,0.223591362163366,0.0823555858520669,0.934367494963903,"BMD",0.973016181721667,"linear",">10%",0.0184139976224257
"4","LET_7B_5P",0.0288969754084222,0.352554277745107,0.0819646143375245,0.934678797508899,"BMD",0.973016181721667,"linear",">10%",0.0288969754084222
"124","MIR_219_1_3P",0.0139530017043675,0.190475781020375,0.0732534164166255,0.941613997995027,"BMD",0.973016181721667,"linear",">10%",0.0139530017043675
"33","MIR_1270",0.015075095126528,0.219506858652335,0.0686771029346497,0.945249890445195,"BMD",0.973016181721667,"linear",">10%",0.015075095126528
"249","MIR_636",-0.0569913115934374,0.843668201870333,-0.0675518070576715,0.946157626601755,"BMD",0.973016181721667,"linear",">10%",-0.0569913115934374
"76","MIR_154_5P",-0.0260423797363116,0.401709211552365,-0.0648289334358887,0.94832067910734,"BMD",0.973016181721667,"linear",">10%",-0.0260423797363116
"16","MIR_10A_5P",0.0284270534377218,0.448995879218107,0.0633125040862856,0.949529584231834,"BMD",0.973016181721667,"linear",">10%",0.0284270534377218
"235","MIR_589_5P",0.0118643490300075,0.213604479678834,0.0555435403220297,0.955708996280323,"BMD",0.975900031413006,"linear",">10%",0.0118643490300075
"208","MIR_483_3P",-0.0236535303001245,0.475650874401716,-0.0497287644638021,0.960348544608478,"BMD",0.977196764689328,"linear",">10%",-0.0236535303001245
"55","MIR_135A_5P",0.0152254944936836,0.385419505554142,0.0395036947385239,0.968494963359404,"BMD",0.982040347462333,"linear",">10%",0.0152254944936836
"18","MIR_1179",0.0114515523005937,0.421386561105969,0.0271758839924511,0.978326270450864,"BMD",0.985752501728581,"linear",">10%",0.0114515523005937
"328","MIR_511",0.0173250757219351,0.644188176235441,0.0268944329639528,0.97854393376411,"BMD",0.97854393376411,"logistic","5-10%",1.01747602532405
"239","MIR_614",0.0147155099169138,0.557462072549864,0.0263973293279025,0.978954208613212,"BMD",0.985752501728581,"linear",">10%",0.0147155099169138
"45","MIR_1291_B2",-0.001315004446578,0.262764258841447,-0.00500450271424272,0.996007227626466,"BMD",0.99663817012165,"linear",">10%",-0.001315004446578
"32","MIR_127_3P",-0.00117467084743837,0.278775546253434,-0.00421367965456511,0.99663817012165,"BMD",0.99663817012165,"linear",">10%",-0.00117467084743837
