"","miRNA","Estimate","Std. Error","t value","Pr(>|t|)","variable","FDR"
"213","MIR_487B",-0.00342394778428218,0.00189609204647175,-1.8057919659826,0.071181893817457,"MIR_487B",0.0834387599315381
"214","MIR_491_5P",-0.0013112357961942,0.00117719665113789,-1.11386300235117,0.265534057622121,"MIR_491_5P",0.292571720024373
"215","MIR_494",0.00115319951449617,0.00107435518868238,1.07338757856281,0.283193641157372,"MIR_494",0.311555978511525
"216","MIR_495",-0.000775646743745276,0.00288100718934475,-0.269227632132944,0.787844088452335,"MIR_495",0.806761248768281
"217","MIR_500A_3P",0.00206138763348941,0.00123652155809624,1.66708588296928,0.0955757703956503,"MIR_500A_3P",0.110899657862145
"218","MIR_500A_5P",0.00206994366683497,0.000901000048064106,2.2973846353088,0.0216430346947981,"MIR_500A_5P",0.0262175441165056
"219","MIR_501_3P",0.00266511975563836,0.00195324000909264,1.36446096907283,0.172995103223751,"MIR_501_3P",0.195208482236918
"220","MIR_502_3P",0.00220624078705433,0.000912781188326387,2.41705330397917,0.0156867000374748,"MIR_502_3P",0.0192109079850832
"221","MIR_502_5P",-0.000339570534528764,0.000999255363472659,-0.33982357957897,0.734011416626143,"MIR_502_5P",0.75806022372358
"222","MIR_504",-0.00145395659785375,0.0019121373301451,-0.760382936378019,0.447147410425502,"MIR_504",0.476037992009528
"223","MIR_505_3P",0.000811091573102399,0.00111454635817865,0.727732469044946,0.466830133956372,"MIR_505_3P",0.495174611731338
"224","MIR_505_5P",0.00208353239453238,0.00113820807738813,1.83053734719007,0.0672365005964853,"MIR_505_5P",0.0791338683968374
"225","MIR_532_3P",0.000928239494400631,0.000784655003804023,1.18299060083796,0.236875688835304,"MIR_532_3P",0.261990655081
"226","MIR_532_5P",0.00176328464535371,0.00086762035422464,2.03232282042241,0.0421810503393044,"MIR_532_5P",0.0500921564225973
"227","MIR_539_5P",-0.00328286351388451,0.00399743521872166,-0.821242455289702,0.411976310287909,"MIR_539_5P",0.442821089634891
"228","MIR_542_3P",0.00238659404738307,0.0011648910152196,2.04877024219571,0.0408344419033826,"MIR_542_3P",0.0485725518949178
"229","MIR_543",-0.000649022576002399,0.000855689760914072,-0.758478838532665,0.448208241108395,"MIR_543",0.476817277774888
"230","MIR_550A_3P",0.000866413459059887,0.00217428314711752,0.398482350474226,0.690327242745876,"MIR_550A_3P",0.715492853453553
"231","MIR_574_3P",0.000397677223916427,0.000762292622005762,0.52168578369557,0.601914078244254,"MIR_574_3P",0.629708090515273
"232","MIR_576_3P",0.00223142758171191,0.000873314825202321,2.55512389955701,0.0106487772584278,"MIR_576_3P",0.0130964605807637
"233","MIR_581",0.00148600031616268,0.00215260762825009,0.690325676013092,0.490088290794458,"MIR_581",0.518706585147419
"234","MIR_589_3P",0.0015683803141569,0.000767606456727935,2.04320886101247,0.0410916945411582,"MIR_589_3P",0.0488384894136717
"235","MIR_589_5P",8.3262757234021e-05,0.00149905383688699,0.0555435403220264,0.955708996280326,"MIR_589_5P",0.959680086292571
"236","MIR_590_5P",0.000423516460466894,0.000512514723801141,0.826349840890075,0.408680173096658,"MIR_590_5P",0.440257244420619
"237","MIR_598",0.00200342113665509,0.00103956508432592,1.92717239820935,0.0540273004501169,"MIR_598",0.0638985201082133
"238","MIR_601",0.000267269672730871,0.000652101602300726,0.409858941900922,0.681928461394365,"MIR_601",0.707293468542081
"239","MIR_614",0.000123959698256957,0.00469591816343056,0.0263973293279028,0.978954208613211,"MIR_614",0.980306355310191
"240","MIR_616_3P",0.000447299753170615,0.000955869540598664,0.467950629424252,0.63985088292859,"MIR_616_3P",0.666032864498532
"241","MIR_616_5P",0.00151220787831584,0.000973204226369956,1.55384433949323,0.120295092405751,"MIR_616_5P",0.138325046779016
"242","MIR_624_5P",0.000125076786268794,0.000687380778379683,0.181961425461487,0.855621158024489,"MIR_624_5P",0.870021514120273
"243","MIR_625_3P",0.00214069374721546,0.0005868288950973,3.64790105787228,0.000267362961678174,"MIR_625_3P",0.000333915843611846
"244","MIR_625_5P",0.00198450622150492,0.000966295880108955,2.05372522263176,0.0400615473415548,"MIR_625_5P",0.0476923182637558
"245","MIR_628_3P",0.00235838110329237,0.00108040760711851,2.18286236393898,0.0290976075559438,"MIR_628_3P",0.0349267640365219
"246","MIR_629_3P",0.00190777271411283,0.000795014166352623,2.39967134531116,0.016450858897752,"MIR_629_3P",0.0200958259492337
"247","MIR_629_5P",0.00152094503701187,0.00112832065448006,1.34797234365326,0.17773963002776,"MIR_629_5P",0.200095080388394
"248","MIR_635",-0.00258181101727199,0.00175962999350587,-1.46724653864761,0.142622793916193,"MIR_635",0.163222613400536
"249","MIR_636",-9.01675133786721e-05,0.00133479054530237,-0.0675518070576732,0.946157626601753,"MIR_636",0.95206700803091
"250","MIR_642A_5P",-0.000794362072929192,0.00121246454297586,-0.655163136547908,0.512396318769475,"MIR_642A_5P",0.54073847322834
"251","MIR_652_3P",0.000815199081266442,0.0011182723508223,0.728980807463408,0.466052140131608,"MIR_652_3P",0.494711276127988
"252","MIR_654_5P",0.000370131901091423,0.000820799032390803,0.450940956903071,0.652058507247633,"MIR_654_5P",0.677766907174959
"253","MIR_660_5P",0.00125451839857618,0.000831112028670154,1.5094456045637,0.131254411849106,"MIR_660_5P",0.150449721091861
"254","MIR_664_3P",0.0010340457486759,0.000651914009597751,1.58616893248534,0.112770269272838,"MIR_664_3P",0.130085036154029
"255","MIR_668",-0.000985849709728164,0.000747790899762027,-1.31834943436982,0.187460612416423,"MIR_668",0.210060191656733
"256","MIR_671_3P",0.000302175072204221,0.00116469538271053,0.259445582673287,0.79530328415891,"MIR_671_3P",0.813250890007348
"257","MIR_7_1_3P",0.00130052027722144,0.00056477229495992,2.30273384305038,0.0213396276047475,"MIR_7_1_3P",0.0258716220960568
"258","MIR_7_2_3P",0.00148463931667001,0.00439294003260279,0.337960296669556,0.735503760711812,"MIR_7_2_3P",0.759060820663436
"259","MIR_7_5P",0.000165011013040703,0.000517726315009924,0.318722476058689,0.74995210443703,"MIR_7_5P",0.771774699385162
"260","MIR_720",0.0018096418544425,0.00124093798683148,1.45828548537152,0.144829829279402,"MIR_720",0.165617706983543
"261","MIR_744_3P",0.00132161501906821,0.00103187549356519,1.28078923020253,0.200333904579143,"MIR_744_3P",0.224139013610924
"262","MIR_744_5P",0.0015140904455867,0.000939092048222862,1.61229183917803,0.106968760160298,"MIR_744_5P",0.123491004962127
"263","MIR_758",0.000376213380611513,0.00173320602340309,0.217062123908865,0.828181732665113,"MIR_758",0.84448910855444
"264","MIR_766_3P",0.000603460799238849,0.000983363768639588,0.613669954582212,0.539463922821283,"MIR_766_3P",0.568475790763706
"265","MIR_769_5P",0.00139748490911567,0.00107650076471501,1.29817363342574,0.194294907564641,"MIR_769_5P",0.217550282601336
"266","MIR_885_5P",-0.000649302370436311,0.000799185282075004,-0.812455365482286,0.416584229086603,"MIR_885_5P",0.446450208555487
"267","MIR_886_3P",0.00138262389321905,0.000685283214378614,2.01759486327526,0.0436990621715175,"MIR_886_3P",0.0518524060136665
"268","MIR_886_5P",0.00249193622844255,0.000919599018014356,2.70980740477873,0.00675769739997273,"MIR_886_5P",0.0083463894633394
"269","MIR_9_3P",0.00212680738668972,0.00159980864876753,1.32941360726371,0.183877249016991,"MIR_9_3P",0.206523633675165
"270","MIR_922",-0.00111650068294389,0.00243703458896681,-0.458139038320844,0.646966567712474,"MIR_922",0.672956616343678
"271","MIR_92A_1_5P",-0.00571475169917628,0.00412816342172105,-1.38433272023756,0.166720950343005,"MIR_92A_1_5P",0.18871614207444
"272","MIR_92A_3P",0.00221892685694214,0.00177268806021734,1.25173001767163,0.210731505617022,"MIR_92A_3P",0.23486601317808
"273","MIR_93_3P",0.00138014509832781,0.00081990309972032,1.68330269613397,0.0923842027052808,"MIR_93_3P",0.107509706197959
"274","MIR_93_5P",0.00088660160094235,0.000664730961044448,1.33377509533976,0.182343940977733,"MIR_93_5P",0.204960243734661
"275","MIR_939",-0.000828658619925803,0.00112318587824259,-0.737775141210264,0.460835624155149,"MIR_939",0.489532348003638
"276","MIR_941",0.0014458605956453,0.001032421406504,1.40045584732816,0.161470587257774,"MIR_941",0.183058914404826
"277","MIR_942",0.000550295350983565,0.00106828616975903,0.515119793329994,0.606493972736092,"MIR_942",0.633585202065802
"278","MIR_943",0.000960713369943016,0.00124661022845125,0.770660586618622,0.440977973231262,"MIR_943",0.469814886984078
"279","MIR_99B_3P",-0.000306735182122,0.00100918188178134,-0.303944400567887,0.76128541229597,"MIR_99B_3P",0.782327319510387
"280","MIR_99B_5P",8.52528954955576e-05,0.000833252681919871,0.102313376656801,0.918512475477223,"MIR_99B_5P",0.929322530734493
"281","RNU44_A1",0.00134048088265813,0.000498859032854501,2.68709353619964,0.00723931654155445,"RNU44_A1",0.00892602804868533
"282","RNU44_A2",0.00077251442943429,0.000559761061319409,1.3800788994029,0.167638905705618,"RNU44_A2",0.189607186640519
"283","RNU44_B1",0.000713782307853359,0.000628725172364223,1.13528508039418,0.256319020119201,"RNU44_B1",0.282633140055393
"284","RNU44_B2",0.00155574910057639,0.000799703052296065,1.94540848144772,0.0517969763903122,"RNU44_B2",0.0613107067477165
"285","RNU48_A1",0.000182280204708719,0.00154137787853412,0.118257960781214,0.905868403742454,"RNU48_A1",0.918537891906685
"286","RNU48_A2",-0.00043841550688107,0.00178114207283906,-0.24614291783151,0.805582547664933,"RNU48_A2",0.822651851779181
"287","RNU48_B1",-0.00193260835793082,0.00191441800024093,-1.00950176904292,0.312787035314286,"RNU48_B1",0.342295246192992
"288","RNU48_B2",-0.00212676314554519,0.00185618291606164,-1.14577239513531,0.251954977719833,"RNU48_B2",0.278032509660394
"289","U6_SNRNA_A1",0.00130960769453155,0.000556622484260961,2.35277541163351,0.0186769650173105,"U6_SNRNA_A1",0.0227385384341732
"290","U6_SNRNA_B",0.00157749531884731,0.000719052514068482,2.19385272700273,0.02829773135627,"U6_SNRNA_B",0.0339947891189656
"291","CVDPAIR",0.000118338142259736,0.00031254848594412,0.378623309923482,0.705262965751723,"CVDPAIR",0.746747501798716
"292","LET_7D_5P",0.00484649386790603,0.00442141775371966,1.09614022873744,0.273986966859839,"LET_7D_5P",0.320956161178668
"293","LET_7I_3P",0.0021468234186283,0.00518402072396587,0.414123232321096,0.679036803710523,"LET_7I_3P",0.725013253961756
"294","MIR_1249",0.0018747139505056,0.00213745704140095,0.87707678526108,0.381207715210897,"MIR_1249",0.439031357405809
"295","MIR_1271_5P_B3",-0.000127007864496143,0.00435652048960201,-0.0291535101922006,0.976765989917936,"MIR_1271_5P_B3",0.976765989917936
"296","MIR_1271_5P_B4",-0.00360550164271542,0.00449160243366012,-0.802720564869177,0.422937125860359,"MIR_1271_5P_B4",0.481678393340965
"297","MIR_1271_5P_B5",-0.000135737454394548,0.00371213509902532,-0.0365658713310806,0.970859214432436,"MIR_1271_5P_B5",0.975618328228674
"298","MIR_1291_B3",-0.00275608523085865,0.00428726909581003,-0.642853333734565,0.52094334423799,"MIR_1291_B3",0.580398834612977
"299","MIR_1291_B4",-0.00234244790618987,0.0043918471999385,-0.533362796916676,0.594282285532486,"MIR_1291_B4",0.651485927990158
"300","MIR_1291_B5",-0.00254002083472028,0.00423694456000605,-0.599493526230293,0.549369916780571,"MIR_1291_B5",0.605488349139877
"301","MIR_145_3P",0.0010419437955339,0.000941732889978655,1.10641117733237,0.269406432725266,"MIR_145_3P",0.317404130509652
"302","MIR_149_5P",0.000398570843108432,0.00356737466059459,0.111726656443201,0.911106855961737,"MIR_149_5P",0.932272273676725
"303","MIR_186_5P_A3",-0.00315033156296834,0.00368328454550427,-0.85530496600203,0.39313510136795,"MIR_186_5P_A3",0.450238523913016
"304","MIR_186_5P_A4",-0.00294502514997499,0.00392029454957966,-0.751225478782138,0.453166421812791,"MIR_186_5P_A4",0.507645445200121
"305","MIR_186_5P_A5",-0.00169705723542595,0.00330866349668621,-0.512913216205166,0.608428329725994,"MIR_186_5P_A5",0.663445785073557
"306","MIR_18A_5P_A3",0.00319474331019827,0.00281210631609963,1.13606775530071,0.256943088344753,"MIR_18A_5P_A3",0.304470133587713
"307","MIR_18A_5P_A4",0.00361455558025991,0.00285905905774641,1.26424656058312,0.207252381252029,"MIR_18A_5P_A4",0.248460457056526
"308","MIR_18A_5P_A5",0.00447519340536916,0.00300890472408064,1.4873164210065,0.138138341194695,"MIR_18A_5P_A5",0.167564260029068
"309","MIR_194_5P",0.00244952028150299,0.00585892265477773,0.4180837375461,0.676216985664608,"MIR_194_5P",0.725013253961756
"310","MIR_218_2_3P",0.0132848418513593,0.00455500934459925,2.91653448902596,0.00381985137729035,"MIR_218_2_3P",0.00501967648938796
"311","MIR_30C_5P",-0.00665048711395532,0.00744266822163525,-0.89356221665543,0.372349006227784,"MIR_30C_5P",0.431251673879636
"312","MIR_335_3P",-0.00127661183980022,0.00348177291001422,-0.366655687431092,0.714150819226748,"MIR_335_3P",0.750773938161453
"313","MIR_337_3P",-0.00311228617211958,0.001852400442,-1.68013681143334,0.0944247433852012,"MIR_337_3P",0.117315590266462
"314","MIR_378A_3P",-0.000396824520562767,0.00367360385932813,-0.108020498605242,0.914081595165959,"MIR_378A_3P",0.932272273676725
"315","MIR_511",-0.00267516382860045,0.00626687255503648,-0.426873820251939,0.669964925871773,"MIR_511",0.722856893703755
"316","MIR_520F",0.000765772521746109,0.00320922685284729,0.238615890013104,0.811593598748739,"MIR_520F",0.836063757504983
"317","MIR_548D_3P",-0.00254321654350745,0.00675013347555062,-0.376765371043274,0.706678123653419,"MIR_548D_3P",0.746747501798716
"318","MIR_550",-0.00496973560443157,0.00461222571983272,-1.07751352737607,0.282223462125051,"MIR_550",0.328726191679747
"319","MIR_570_3P",0.00109436375701739,0.00255075658271521,0.429034963364663,0.668354988790276,"MIR_570_3P",0.722856893703755
"320","RNU44_A3",-0.00621663144783931,0.00391156084951604,-1.58929687840813,0.113237293377823,"RNU44_A3",0.139003863128466
"321","RNU44_A4",-0.00771602554083304,0.00490065620868415,-1.57448823428176,0.116549963275337,"RNU44_A4",0.142218705187167
"322","RNU44_A5",0.000931317681092476,0.00339617487693329,0.274225478616533,0.784120262166935,"RNU44_A5",0.811841685576877
"323","RNU44_B3",-0.0014272503480292,0.00501455439155959,-0.284621570848154,0.776247353852009,"RNU44_B3",0.807770089033817
"324","RNU44_B4",-0.000387873316641436,0.00544387517708478,-0.071249487547792,0.943253552202343,"RNU44_B4",0.955922929798882
"325","RNU44_B5",-0.00344208305171732,0.00554502810945636,-0.620751235840857,0.535286952696225,"RNU44_B5",0.593155812447168
"326","RNU48_A3",-0.00452947109144662,0.00581331023490915,-0.779155233148744,0.436565634179863,"RNU48_A3",0.491736016521274
"327","RNU48_A4",-0.0110685582472308,0.00763050317071777,-1.45056728233947,0.148052585798079,"RNU48_A4",0.178534000521213
"328","RNU48_A5",-0.0134296145239606,0.0081543652276931,-1.64692335319396,0.100732853881571,"RNU48_A5",0.124399006299531
"329","RNU48_B3",-0.00169715028849384,0.00578834972120366,-0.293201062519928,0.76959369630769,"RNU48_B3",0.804932182362635
"330","RNU48_B4",-0.000458720057807496,0.00684207491127159,-0.0670439981666678,0.946596852434991,"RNU48_B4",0.955922929798882
"331","RNU48_B5",-0.00607282468555059,0.00762872080680212,-0.796047573288535,0.426706314302753,"RNU48_B5",0.483286157083229
